title,content,writer,time
해외 현지직원 순환근무 프로그램(GMP) 도입교육 실시(0),"- 포스코 본사근무 통해 일하는 방식 및 이문화 극복 노하우 전파
포스코인재창조원(원장 오인환)이 4월 2일부터 13일까지 해외법인의 본사 순환근무 직원 16명을 대상으로 2018년도 1차 GMP(Global Mobility Program) 도입교육을 실시했다.
▲포스코 본사 순환근무 프로그램인 GMP 도입교육에 입과한 해외법인 직원들이 한복 착용 등 한국문화를 체험하고 있다. 이들은 4월 2일부터 2주간의 도입교육을 마친 후 포스코 각 부서에 배치돼 10월 말까지 현업 근무경험을 쌓을 예정이다. 
GMP는 현지 우수직원 중 성장가능성이 높은 직원에게 포스코 본사 근무 기회를 제공해 포스코 고유의 일하는 방식을 체득하고 복귀후 이를 현지법인에 전파해 전문역량 향상은 물론 해외법인의 사업 경쟁력 강화에 기여하고자 마련된 현지 우수직원 육성 프로그램이다. 
포스코는 GMP를 통해 법인별 전문인력의 지식과 기술을 공유받고 인적네트워크를 구축할 수 있어 포스코와 해외법인 모두에게 도움이 되는 유익한 교육으로 평가받고 있다.
올해 1차 GMP 교육에는 POSCO-China, 청도포항불수강유한공사, 장가항포항불수강유한공사, POSCO-Japan, POSCO-Vietnam, PT.KP, POSCO-India, POSCO-IPPC, POSCO-America 등 6개국 9개법인의 우수인력 16명이 참여했으며, 이들은 4월 2일부터 10월 말까지 포항과 광양 화성부, 제선부, 제강부, 자동차소재마케팅실과 포스코인재창조원 등에서 현업 근무경험을 쌓을 예정이다. 
포스코인재창조원은 GMP 참가자들이 포스코 현업에 조기적응할 수 있도록 △포스코의 가치와 문화 △일하는 방식 △현장교육을 중심으로 2주 간의 도입교육을 마련했다. 4월 2일부터 1주일 간은 포스코의 역사와 일하는 방식, 제철소 견학을 통해 포스코에 대한 이해도를 높이는 한편 한국어와 한국문화를 학습하는데 주력했고, 9일부터 1주일 간은 제철소 공정별 이론 교육 및 현장 견학으로 철강 생산 프로세스를 체계적으로 이해할 수 있도록 지원했다. 
특히 올해는 이문화 워크샵(Cross-cultural Workshop), 갈등관리(Conflict Resolution) 등 문화차이로 인하여 발생할 수 있는 충돌에 대한 대처방법과, 학습자들의 개인적 이문화 경험과 상황을 반영해 이문화 극복 노하우와 아이디어를 공유할 수 있는 소통형 교육을 추가했다.
▲GMP 참가자들이 4월 6일 포스코 홍보센터와 역사관을 둘러보고 한국 산업발전과 포스코의 역사를 이해하는 시간을 가졌다. (왼쪽) 이어
 4월 7일에는 경주 국립박물관, 교촌 한옥박물관, 첨성대 등을 찾아 한국 문화에 대해 학습했다. 
GMP 교육에 참가한 Amin Nawar 는 ""한국 문화를 피부로 느끼며 체험할 수 있었던 좋은 기회였다. 또, 제철소 현장을 둘러보며 철강 프로세스와 이론을 학습할 수 있어 상당히 유익했다"" 고 말했다.포스코인재창조원은 앞으로도 그룹 차원의 체계적인 인재육성 프로그램을 꾸준히 진행해 포스코의 DNA를 가진 미래
 경영리더와 전문가를 육성해 나갈 계획이다. 한편, 올해 2차 GMP 교육은 6월부터 진행될 예정이다.문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.04.11 06:00:00
포스코 철강사업본부 전입직원 도입교육 오픈(5),"- Next 50년 이끌어 갈 직무전문가 양성교육...실무문제 해결과 현장경험 중심으로 구성

포스코인재창조원(원장 오인환)이 4월 9일 철강사업본부 전입직원 대상 마케팅 도입교육을 오픈했다. 
Next 50년을 이끌어 나갈 직무전문가 양성교육의 일환으로 시작된 이번 교육은 철강사업본부 전입자를 중심으로 4월 9일부터 13일까지 5일간 포스코인재창조원에서 합숙과정으로 진행된다. 
▲포스코인재창조원 50주년 기념 엠블럼 앞에서 입과생과 철강사업본부, 포스코인재창조원 관계자 등이 화이팅을 외치고 있다.
특히, 이번 도입교육은 실무문제 해결과 현장경험 중심의 전문적인 집중교육으로, 현업 복귀 시 담당업무를 주도적으로 수행할 수 있는 수준으로 양성할 계획이다. 
신규인력의 조기 전력화를 위해 '業의 본질 이해', '마케팅 프로세스 체화', '현장 실무 역량 배양', '통합적 문제 해결능력 강화'에 중점을 두었으며, 주요 교육 내용은 △태도/소양(業의 이해, Basic Rule) △실무지식(판매 프로세스, System 활용) △전문지식(통상이슈/채권관리) △ 인사이트(산업동향, 판매전략 등)의 4개 분야로 구성돼 있다.
학습효과를 극대화하고자 정보 전달 중심의 ‘강의 방식’
 보다는 '실무이슈 문제해결 / 선·후배간 교류 / 집합-이러닝 연계'의 통합적이고 참여형 교육으로 설계됐다. 
또한, 교육생들이 입과전 관련 GIH 콘텐츠를 사전 학습할 수 있도록 안내하고, 본 교육 5일간은 전문강의/사례토론을 중심으로 집중적으로 학습하도록 했다. 과정 수료 후 이러닝 과정을 추천받아 자기주도적 심화 학습을 진행할 예정이다. 
▲철강사업본부 전입직원 17명이 철강솔루션마케팅실 전형준 리더의 솔루션마케팅 수업을 경청하고 있다.
철강사업본부
교육생은
“현업에서 겪을 수 있는 시행착오를 최소화하고, 보다 큰
범위에서 마케팅을 이해하며 업무를 효과적으로 수행할 수 있을 것 같다.
함께 입과한 학습자들과 서로 든든한 업무 네트워크가 되어줄 것으로 기대한다""고 말했다. 
한편, 포스코인재창조원은 하반기 전입자를 대상으로 2차 포스코 철강사업본부 전입직원 도입교육을 실시할 예정이다. 또한, 이번 교육내용을 바탕으로 Career Path를 고려한 '마케팅 전문가 학습 로드맵'을
 수립하고, 향후 직무 분야별 도입교육으로 확대해 나갈 예정이다.문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.04.09 16:34:19
'톡톡캠프'로 세대간 소통 점프업!(0),"- 4월 5일부터 11월 28일까지 25차례...입사 6년 이하 직원 및 직책자 동시 참가- 계층·세대 간 이해 높여 신뢰를 기반으로 한 조직문화 형성포스코인재창조원(원장 오인환)이 4월 5일 창립 50주년을 맞아 첫 톡톡캠프를 개최했다.
톡톡캠프는 입사 6년 이하 직원과 직책보임자가 함께 참가해 서로의 입장을 이해함으로써 계층·세대간 차이를 좁혀가는 2일간의 집합과정으로, 올해는 11월 28일까지 1200명이 25차례에 나눠 입과한다.
상호신뢰 조직문화 확산을 목적으로 2017년 신설된 톡톡캠프는 고근속·저근속 직원이 함께 참여하는 공감 프로그램으로 약 1000명이 수료했으며, 올해는 교육 종료
후 현업 변화관리를 강화해 신뢰를 기반으로 한 조직문화 형성을 한층 강화할 계획이다.
특히, 이번 교육에서는 창립 50주년을 맞이하여 새롭게 선포된 미션인 'Unlimit the limit : Steel and Beyond'와  4대 추진전략을 공유하는 시간을 가지고, 4대 전략 중 '창의문화 기반 스마트 경영인프라 구축'에 발맞춰 △소통과 연계한 음악 특강
 △역할심리극 △공감토크
 △레고를 활용한 스마트 제철소 만들기 등의 참여형 프로그램을 마련했다.
▲역할심리극 시간에는 조직 내 갈등 이슈를 심리극으로 재구성해 근본원인 파악 및 상호 공감대를 형성하는 시간을 가졌다. 
또, 역할심리극 시간에는 심리극 주제선정, 조별 심리극 구성/발표, 전문가 피드백 과정을 통해 상대방의 입장이 되어 조직 내 실제 갈등 상황을 재구성 해 봄으로써 상호이해를 증진하고 변화를 다짐하는 유익한 시간을 가졌다. 
▲입사 6년 이하 직원과 직책보임자로 구성된 톡톡캠프 참가자들이 '소통-시너지 Activitity' 프로그램에서 레고블럭을 조합해 제선-제강-압연공정 등 포스코 제품을 생산/판매하는 활동을 체험했다.
이외에도, 선후배가 상대방에 대한 기대사항을 작성하고 각자의 위치에서 해야할 역할에 대해 토론하는 등 서로에 대한 이해의 폭을
넓혔으며, 소통-시너지 체험 활동의 일환으로 '스마트 제철소 만들기' 프로그램을 통해 소통이 잘되는 조직이더 큰 성과를 낼 수 있음을 몸소 체험했다.
제선부 장영수 주임은 ""창립 50주년이라는 역사적 기로에서 포스코가 나에게는 어떤 의미인지 상기해 보고, 새로운 50년의 역사를 만들어 갈 주인공이 스스로라는 생각을 하게 됐다""고 말했다.
퇴직을 앞둔 직책보임자 또한 앞으로 현장에서도 소통이 더욱 잘 이뤄질 수 있도록 그동안의 노하우와 기술이 후배들에게 잘 전수하겠다고 덧붙였다.
파이넥스상용화추진반 한혁태 사원은 ""선후배가 함께 활동하고 토론하는 과정을 통해 서로의 입장을 이해하고 공감하는 시간이 되었고, 톡톡캠프를 통해 현업에서도 소통이 잘되는 계기가 마련된 것 같아 감사하다""고 말했다.
한편, 포스코인재창조원은 교육효과 제고 및 변화관리 차원에서 톡톡캠프 수료 후에도 현업에서 실천할 수 있는 소통 팁을 제공하고, 우수사례 발굴 및 홍보 활동을 통해 상호신뢰의 조직문화 확산을 지속할 계획이다.문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.04.09 13:21:46
대한민국 인적자원개발 최우수 기업 선정(3),"- 학습 편의성 제고한 e러닝 포털 높이 평가 받아
포스코인재창조원(오인환 원장)이 3월 20일 코엑스에서 열린
 ‘2018 대한민국 인적자원개발 종합대상’
 시상식에서 IT기반 인포멀러닝 시스템 연구 개발 성과로 교육솔루션 부문 최우수상을 받았다.
▲포스코인재창조원이 '2018 대한민국 인적자원개발 종합대상' 시상식에서 평생학습과 교육서비스 활성화를 통한 국가 인적자원 개발에 기여한 공로로 교육솔루션 부문 최우수상을 받았다. 왼쪽부터 엄준하 한국HRD협회 회장, 포스코인재창조원 유선희 센터장,
 양기훈 한국기술교육대 교수.

한국HRD협회에서 주최한 ‘대한민국 인적자원개발 종합대상’은 인적자원개발의 위상과 저변확대를 목적으로 1995년에 제정된 국내 HRD분야 최고의 상으로, 국내 인적자원개발 분야의 발전과 교육문화 진흥에 기여한 기업에 수여한다.
▲포스코인재창조원이 수상한 '대한민국 인적자원개발 대상' 최우수 기업 상패 및 상장
포스코인재창조원은 △빅데이터 분석기법 적용한 맞춤형 추천과정 제공 △최신 트렌드를 반영한 마이크로러닝 콘텐츠 제공 △新기술을 반영한 기술교육 콘텐츠 개발 △360도 VR 및 3D 시뮬레이션을 접목한 실감형 콘텐츠 등 학습 편의성을 제고하고자 구현한 e러닝시스템인 HRD포털이 높은 평가를 받았다.
유선희 글로벌리더십센터장은 ""최신 IT기술 기반의 인포멀러닝(무형식학습)을 통해 콘텐츠와 학습자 간의 상호작용을 강화하고, 직원역량 향상에 더욱 힘쓰겠다""고 말했다.
한편, 포스코인재창조원은 짧고 직관적인 학습을 선호하는 학습자의 특성을 고려해 5분 내외 짧은 동영상 위주의 ‘마이크로러닝’을 확대할 예정이다. 아울러 현장 기술력 강화하고자 기술교육 이러닝 프로그램을 지속적으로 개발해 경영성과 창출에 이바지하고 인적자원개발 분야 선도기관으로 앞장설 계획이다.문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.03.21 18:01:01
"해외주재임원 대상으로 AI, 신강종 교육(0)","- 포스코 스마트솔루션 해외법인 확산 기틀 마련
포스코인재창조원(원장 오인환)이 3월 14일부터 이틀간 해외법인장, 실장, 사무소장 17명을 대상으로 ‘해외주재임원 AI 및 신강종 교육’을 했다.
이번 프로그램은 포스코 스마트솔루션 확산을 통한 해외법인 경쟁력 제고를 위해 인공지능 및 신강종에
 대한 이해도 향상을 목적으로 마련됐다.
먼저 '스마트 기술과 비즈니스 모델 혁신' 강의에서는 4차 산업혁명, 빅데이터, 인공지능 등 스마트 기술이 비즈니스 모델에 미치는 영향을 학습하고, '제조분야에 활용할 수 있는 빅데이터 및 사례' 등을 통해 빅데이터 모델링 등에 대한 이해를 강화하는 시간을 가졌다. 또한 포스코 스마트솔루션 개념과 주요활동 및 CES 2018, 스마트팩토리 성공사례 등 포스코에 적용하고 있는 스마트 포스코에 대해 학습함으로써 해외법인에 확산할 수 있는 기회를 만들었다.뿐만 아니라 해외시장에서의 솔루션마케팅 확대를 위해 △표면처리제품(포스맥) △후판제품(고망간강) △자동차강판(기가스틸) △전기강판(Hyper NO) 등 신강종에 대한 제품지식과 솔루션 사례를 공유했다.

▲포스코ICT 박미화 신사업개발실장이 송도 컨벤션센터에서 '포스코 스마트솔루션 및 CES 2018'을 주제로 해외주재 임원대상 AI 및 신강종 교육을 진행하고 있다. 
교육생들은 “짧지만 짜임새 있는 교육과정을 통해 정보기술의 흐름 및 포스코 스마트솔루션, 신강종 전반에 대해 심도깊게 이해하고, 해외법인 적용에 대한 착안점을 발견할 수 있어 유익했다. 포스코 스마트솔루션이 전 해외법인에 확산될 수 있도록 노력하겠다""며 의지를 다졌다.
한편, 포스코인재창조원은 현지직원 신임리더 및 부장 등을 대상으로 산업혁명4.0 및 포스코 스마트솔루션에 대한 교육도 마련해 스마타제이션의 필요성을 전파해 나갈 예정이다.문병걸 benmoon@posco.com
<자료=포스코인재창조원>",문병걸,2018.03.15 18:20:00
포스코그룹 인공지능 전문가과정 입과식 개최(1),"- 포스코 스마트솔루션 리딩할 AI 전문가 육성포스코인재창조원(원장 오인환)이 3월 12일 포스텍 정보통신연구소에서 포스코그룹 인공지능 전문가과정 입과식을 가졌다. 
▲3월 12일 포항공과대학교 정보통신연구소에서 개최된 2018년도 포스코그룹 인공지능 전문가 양성 과정 입과식에 참석한 교육생 및 관계자들이 화이팅을 외치고 있다.
이 날 입과식에는 서영주 정보통신연구소장, 이인권 인재창조원 직무교육그룹장, 포스코 및 그룹사에서 선발된 전문가 교육생 22명 등이 참석했다. 
이날 입과식은 개회사, 정보통신연구소장 환영사, 포스코인재창조원 직무교육그룹장 격려사, 교육생 대표 인사말, 기념촬영, 만찬 순으로 진행됐다.포스코인재창조원이 포스텍 정보통신연구소와 산학협력으로 진행하는 포스코그룹 인공지능 전문가과정은 △인공지능 이해 △프로그래밍 △알고리즘 △데이터마이닝 △기계학습 △강화학습 △딥러닝 아키텍처 △자연어처리 △컴퓨터 비전 등 9개 핵심과목과 활용법으로 구성되어 있으며, 입과식 후 3.5개월간 진행된다. 이 과정을 통해 포스코 및 그룹사에서 선발된 전문가 후보 22명은 포스코 스마트솔루션을 리딩할 인공지능(AI) 전문가로 거듭날 것으로 기대된다. 

포스텍은 최승진 교수, 안희갑 교수, 윤은영 교수, 황형주 교수, 한준희 교수, 유환조 교수, 조민수 교수, 이종혁 교수 등 관련 분야 최고 수준의 우수 강사진이 참여하여 내실있는 프로그램으로 2018 포스코그룹 인공지능 전문가과정을 운영할 계획이다. 
입과식에 참석한 교육생은 “그룹내 인공지능 분야 전문가로 성장할 수 있는 소중한 기회가 주어진만큼 학습에 매진해 포스코 스마트솔루션 추진에 필요한 전문역량을 배양하는데 최선을 다하겠다”고 말했다. 
▲입과식을 마친 교육생과 관계자들이 만찬 장소로 이동해 편안한 분위기에서 친목을 다지고 있다. 
한편, 포스코인재창조원은 포스코그룹 인공지능 전문가 과정뿐 아니라 직책자와 일반직원을 대상으로 기초과정을 운영 중이다. 또한, 그룹내 포스코 스마트솔루션 성공 수행과 조기 확산을 위해 인공지능 관련 최신 기술트렌드 및 Biz 모델 변화를 제시하고 내부 변화의 필요성 및 실천에 대한 공감대를 형성하고자 다방면에서 노력을 기울이고 있다.문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.03.13 15:05:56
포스코그룹 신임 임원 리더십과정 열어(0),"-
8개사에서 임원
32명 참석...3월 16일까지- 다양한 프로그램
통해 임원의 역할과 책임의식 다져
포스코인재창조원(원장 오인환)이 3월 12일부터 16일까지 2018년 그룹 신임 임원 리더십과정을 운영한다.
올해 신규 선임된 포스코그룹 8개사 임원 32명이 참석한 이번 과정은 임원의 역할과 책임을 명확하게 인식해 경영성과 창출에 기여하고자 마련됐다.
이 과정은 업무관리, 조직관리, 사람관리 측면으로 설계됐고 △포스코그룹 임원의 역할과 책임 △대한민국 경제전망 토론 △조직이해 및 인력 양성 △투자·위험관리를 통한 미래대응 △선배 임원과의 대화 △자기성찰 및 타인의 이해를 중심으로 편성됐다.
이 밖에도 △창의혁신 문화 구축을 위한 세대프레임 이해 △전략적 스피치 기법

△유쾌한 소통의 법칙 등 다채로운 교육을 통해 상호존중과 배려로 신뢰받는 임원이 되기 위한 기반을 다진다.

▲포스코인재창조원이 3월 12일부터 5일간 2018년 신임 임원 리더십과정을 운영한다. 사진은 이우창 소장에게 임원의 역할과 책임에 대한 강의를 듣고 있는 신임 임원들.
또한, 2018년 그룹 신임 임원 리더십 과정의 마지막 순서로는
권오준 회장이 주재하는
신임 임원
부부동반 만찬도 마련돼 있다.
한편, 포스코그룹 신임 임원들은 포스코그룹 Next 50년을 위한 각오를 새롭게
하며 글로벌 경제환경 변화에 적극 대응해 회사의 미래 성장동력 확보를 다짐할 계획이다. 문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.03.13 10:07:16
포스코 스틸브릿지(POSCO Steel Bridge) 1기 수료(1),"- 포스코와 연결하는 다리 역할 '스틸브릿지' 올해 신설- 산학연계 통한 기업맞춤형 인재육성 및 우수인력 채용 유도
포스코인재창조원(원장 황은연)이 2월 9일 포항
인재창조원에서 포스코 스틸브릿지(POSCO Steel Bridge) 1기생 수료식을 가졌다.
수료식은 대학생 49명으로 구성된 1기생들이 4주간의 현장 인턴근무를 마치고, 현업에서 수행한 과제 공유 및 수료를 축하하는 순으로 진행됐다. 
▲포스코 스틸브릿지(POSCO Steel Bridge) 입과를 기념해 1기생들이 포항 인재창조원 앞에서 단체사진을 촬영하고 있다.
‘포스코와 연결하는 다리의 역할을 한다’는 의미로 올해부터 신설된 스틸브릿지(Steel Bridge)는 모집부터 신중을 기해 학생들을 선발했다. 국내 주요 22개 대학을 대상으로 학교로부터 이공계 우수 학생을 추천받아 모집했으며, 서류전형, 직무/인성면접을 거쳐 최종 합격자를 선정했다. 
포스코 스틸브릿지 1기생들은 1월 15일부터 16일까지 현장 근무시에 필요한 안전/정보교육, 비즈니스 매너, 철강생산공정 등을 포항 인재창조원에서 학습하고, 4주간 열연부, 선재부, 냉연부, 화성부 등 현장 부서에 배치돼 인턴십을 수행했다. 각 부서에서는 기본적인 업무를 수행하며 현업 업무에 관한 이해도를 높였고, 실제 Task를 부여받아 조별로 과제를 수행했다. 
또한, 4주간의 프로그램 중 교육생들은 매주 금요일 포항 인재창조원으로 집합해 역량개발을 위한 △창의적 문제해결(Design Thinking) △유형별 커리어전략(DiSC) △나의 비전 수립을, 미래 변화 인사이트 배양을 위한 △포스코 스마트솔루션, △인공지능의 이해, △빅데이터의 이해 등 4차 산업혁명 관련한 내용을 심도있게 학습했다.
▲포스코 스틸브릿지 1기생들이 예비 사회인으로서 요구되는 역량강화 수업을 경청하고 있다. 
최진혁 인턴은 “포스코라는 기업을 좀더 가까이에서 들여다보고 이해할 수 있어 뜻깊은 시간이였다.
 스스로를 되돌아보고 앞으로 나아갈 방향을 설정할 수 있는 기회가 되었으며, 교육을 통해 한층 성장할 수 있게 이번 교육을 마련해주신 포스코에 감사하다""고 말했다. 

한편, 포스코인재창조원은 올해 하반기 포스코 스틸브릿지(POSCO Steel Bridge) 2기 교육을 실시할 예정이며, 산학연계를 통한 기업맞춤형 인재육성에 지속적으로 힘쓸 계획이다.

문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.02.14 10:00:00
IT기술 적용한 기술교육 이러닝 과정 신규 오픈(0),"- VR, 시뮬레이션 기술 적용한 이러닝 교육 과정 개발- 학습 몰입감 향상, 콘텐츠-학습자 간 상호작용 강화
포스코인재창조원(원장 황은연)이 IT기술(VR, 시뮬레이션)을 적용한 기술교육 이러닝을 포스코 기술교육그룹과 공동 개발해 직무역량 강화에 나선다.
포스코인재창조원이 이러닝으로 운영 중인 기술교육 과정은 기본 원리를 이해할 수 있는 15개 기초 과정으로, 포스코그룹 및 외주사 직원 등 연간 오천여명이 학습해왔으며 지속 활용중이다. 그러나 대부분의 기술교육 이러닝 과정은 개설된 지 8년에서 16년이 경과해 새로운 기술 변화에 맞춰 개선이 필요했다.
 이에 수강인원이 많은 철강공정, 설비진단 과정을 신규 제작했다. 철강공정 초보탈출 이러닝 과정은 위험하고 직접 보기 힘든 공정에 VR 기술을 적용해 마치 제철소 현장에 와 있는 것 같은 현장감을 제공한다. 
또한,
 진동점검이 주내용인 설비진단_간이진단 이러닝 과정 역시 시뮬레이션을 도입해 진동에 영향을 주는 요소를 확인하고 공진에 의한 사고의 위험성을 알리고자 했다. 
이러한 VR과 시뮬레이션을 접목한 철강공정 초보탈출 이러닝 과정과 설비진단_간이진단 이러닝 과정은 학습 몰입감을 향상시키고, 콘텐츠와 학습자 간의 상호작용을 강화하는데 의의가 있다.
먼저, 신규 제작된 철강공정 초보탈출 이러닝 과정은 그룹사 및 비전공자도 알기 쉽게 각 공정별 기초적인 용어와 간단한 원리를 중심으로 개발됐다.

▲각 공정을 단순화한 이미지와 알기쉬운 용어로 설명하고 있다. 
또한, 직접 확인하기 어렵거나 견학 통로로만 볼 수 있던 제선, 제강, 선재 공정을 360VR로 제작해제공한다. 기존 360VR 영상은 HMD*를 착용해야만 확인 가능했으나, 포스코인재창조원에서는 일반 웹 환경에서도 확인 가능하도록 새로운 영상 플랫폼을 개발해 서비스한다. 


*HMD(Head Mounted Display): 머리에 장착해, 이용자의 눈 앞에 직접 영상을 제시할 수 있는 

 디스플레이 장치 


▲일반 웹환경에서도 마우스를 이용해 공정이 이뤄지는 주변 360도 환경을 확인할 수 있다.

*상단 이미지 클릭시 360VR 영상(제선_용선이동)으로 이동. 

 
VR영상 용량으로 인해 일부 환경에서는 로딩 시간이 필요합니다.

다음으로, 설비진단_간이진단 이러닝 과정은 정밀진단 내용을 포함하고 있던 기존 이러닝 콘텐츠를
 개편해 설비관리와 간이진단 내용으로 재구성하고, 디자인과 전개방식에 변화를 줬다.

▲3D시뮬레이션을 적용해 질량과 탄성력의 변화에 따라 그래프 변화를 확인할 수 있다. 
 *상단
이미지 클릭시 시뮬레이션 영상으로 이동

 또한, 3D 애니메이션을 접목한 시뮬레이션도 구현했다. 질량과 탄성력에 따른 그래프의 변화를 통해 진폭과 주파수에 대한 이해를 높였다. 이밖에도 3D애니메이션으로 공진 사례를 재현해 사실감과 몰입감을 제고했다.





 

 ▲공진의 위험성을 표현한 3D애니메이션
 (설비진단_간이진단 이러닝 과정)
 *상단 이미지 클릭시 3D애니메이션 영상으로 이동

철강공정 초보탈출 이러닝 과정은 2월 5일부터 e-campus에서 운영 중이며, 설비진단_간이진단 이러닝 과정은 3월 1일부터 개설할 예정이다. 신청은 e-campus 교육신청-정규과정신청에서 가능하다. 
한편, 포스코인재창조원과 포스코 기술교육그룹은 올해 VR, 시뮬레이션 등의 IT 기술을 적용한 기술교육 콘텐츠 개발에 박차를 가한다. 수강 인원수가 많고 활용도가 높은 과정을 우선적으로 선정해 추진할 예정이며, 올해 하반기에 신규 과정을 오픈할 계획이다.문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2018.02.07 09:33:16
"‘글로벌 포스코, 위대한 여정’ 제3권 발간(0)","- 해외법인 우수 현지직원 ‘도전, 협업, 이문화 극복’ 활약상 소개
포스코인재창조원(원장 황은연)이 ‘글로벌 포스코, 위대한 여정’ 제3권을 발간했다. 
포스코인재창조원은 지난 2015년부터 포스코그룹 임직원이 해외를 무대로 펼친 도전기를 모아 ‘글로벌 포스코, 위대한 여정’을 두 차례 발간했다. 1권과 2권이 해외법인 법인장과 주재원의 고군분투한 성공과 실패사례를 담아냈다면, 이번에 발간한 제3권은 현지 국가에서 포스코그룹 해외법인 직원으로 근무중인 현지직원의 생생한 활약상을 담은 사례집이다.

‘글로벌 포스코, 위대한 여정’ 제3권은 세 가지 테마(Responsibility, Pride, Identity)로 구성되어 있으며, 업무성과 창출 사례 9편, 법인설립 후 주요경험 관련 사례 7편, 이문화 극복 관련 사례 6편 등 총 19개 법인, 22편 내용을 소개했다.
▲ ‘글로벌 포스코, 위대한 여정’ 시리즈 1권~3권.
주로 법인 설립시 제도 수립 및 조기 안정화에 기여한 사례, 주재원과 현지직원 간 소통 활성화, 고객의 마음을 사로잡고 새로운 시장을 개척한 스토리 등을 다룬 Best Practice 사례집은 해외법인을 비롯한 포스코그룹 임직원들의 교육과정에 활용될 계획이다.
황은연 포스코인재창조원장은 발간사에서 ‘제3권 사례집에 수록된 해외법인 주인공들의 활약상을 통해 포스코인으로서의 각오를 새롭게 다지고, 포스코그룹이 Next 50년을 준비하는 계기가 되길 바란다’고 강조했다.
▲ 국문, 영문 두가지 버전으로 제작된 ‘글로벌 포스코, 위대한 여정’ 제3권
이번 사례집은 국문, 영문 두가지 버전로 제작됐으며, 1월부터 포스코그룹 임직원 학습사이트인 e-campus에서 e북으로도 확인할 수 있다.
 한편, 포스코인재창조원은 각 권역별 자체 교육시 ‘글로벌 포스코, 위대한 여정’ 제3권을 적극 활용할 수 있도록 해당 국가 사례는 현지어로 번역하여 공유할 예정이다. 문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2017.12.28 13:32:33
17-1기 '포스코그룹 인공지능 전문가양성과정' 수료식 개최(0),"- 포스텍과 산학협력으로 10개월간 교육 과정 운영- 우수과제 5 건 발표,
우수
수료생 시상식 진행
포스코인재창조원(원장 황은연)이 12월 21일 포스텍 포스코국제관에서에서 ‘포스코그룹 인공지능 전문가양성과정’ 수료식을 개최했다.
이날 행사에는
고석범 포스코 경영지원본부장, 유선희 포스코인재창조원 글로벌리더십센터장, 서영주 포스텍 정보통신연구소장, 인공지능 전문가양성과정
수료생 25명 등 총 41명이 참석했다.
포스코인재창조원은 수료식에서 ‘인공지능 기반 LNG복합발전 성능예측 시스템 개발’ 등 5 건의 우수과제
발표회를 비롯해
우수 수료생을 시상하는 자리를 마련했다.
▲포스코인재창조원이 12월 21일 포스텍 포스코국제관에서에서 ‘포스코그룹 인공지능 전문가양성과정’ 수료식을 개최했다. 사진은 포스코그룹 관계자 및 수료생 25명이 수료식을 마치고 포스코국제관 앞에서 단체 기념 촬영을 하는 모습.

포스코 스마트 솔루션 성공 추진에 필요한
‘포스코그룹 인공지능 전문가양성과정’은 3월 13일부터 10개월간 포스코인재창조원이 포스텍 정보통신연구소와 공동으로 산학협력 형태로 운영했다.
포스텍은
전공 교수 및 외부 대학 전문교수 등 관련 분야 최고 수준의 우수 강사진으로 구성, 교육 프로그램을 제공해 교육생들로부터
큰 호응을 이끌어냈다.
교육생들은 2개월의 집합교육, 2개월의 On-job 교육 등 총 4개월간 기본과정을 수강하고, 심화과정은 7월 입과식 이후 3개월의 집합교육, 3개월의 On-job교육 등 총 6개월간 인공지능 전문지식을 학습하고, 개인별 과제 수행을 병행했다.
수강생들은
포스코그룹 인공지능 전문가양성과정으로 △패턴인식 △기계학습 등 주요분야 전문지식과 알고리즘 설계, 코딩기법 등 응용기술을 학습했다.
또한, 개인별 인공지능 과제 정의 및 빅데이터 분석, AI를 활용한 솔루션 등을 도출했으며, 유관 부서 직책보임자가 네 차례 이상의
리뷰를 실시해
과제 완성도를 높였다.

뿐만아니라, 학습자들은 인공지능 핵심지식 및 활용법을 터득하고
전문 지식과 접목하는
스킬을
학습했다. 이들은 향후 교수 및 외부 전문가와
현업 과제를
효과적으로
실행 및 해결할 수 있는 전문가 역할을 수행할 것으로 기대된다.

안건태 교육생은
“이번 포스코그룹 인공지능 전문가양성과정을 거치면서 그룹내 전문가
육성 의지와 노력을 확인할 수 있었다. 체계적으로 학습한 내용과 과제 수행경험을 바탕으로 향후 포스코 스마트 솔루션 추진에 최선을 다하겠다""고 말했다. 
한편, 포스코인재창조원은 인공지능 전문가 양성 과정 외에도 포스코 스마트 솔루션의
성공적인 수행 및 조기 확산을 위해 포스코 및 주요그룹사 임직원을 대상으로 인공지능 기초교육을 확대 운영했다.
올해
주요사 직책보임자 중심으로 진행했다면, 내년에는 일반 직원 중심으로 교육 과정을 지속 확대해 나갈 계획이다. 문병걸 benmoon@posco.com<자료=포스코인재창조원>",문병걸,2017.12.22 11:35:20
